sample_id,image_path,source_dataset,beam_image_type_proxy,beam_quality_label,alignment_state_label,severity_label,giga_rank_proxy,center_status,size_status,symmetry_status,uniformity_status,contm_proxy_status,notes
sample_0222,images/beamage_Friday_February_28_2025_02_21_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0223,images/beamage_Friday_February_28_2025_02_23_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0224,images/beamage_Friday_February_28_2025_02_25_21.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0225,images/beamage_Friday_February_28_2025_02_27_21.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0226,images/beamage_Friday_February_28_2025_02_29_21.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0227,images/beamage_Friday_February_28_2025_02_31_22.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0228,images/beamage_Friday_February_28_2025_02_33_22.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0229,images/beamage_Friday_February_28_2025_02_41_05.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0230,images/beamage_Friday_February_28_2025_02_43_05.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0231,images/beamage_Friday_February_28_2025_02_45_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0232,images/beamage_Friday_February_28_2025_02_47_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0233,images/beamage_Friday_February_28_2025_02_49_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0234,images/beamage_Friday_February_28_2025_02_51_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0235,images/beamage_Friday_February_28_2025_02_53_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0236,images/beamage_Friday_February_28_2025_02_55_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0237,images/beamage_Friday_February_28_2025_02_57_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0238,images/beamage_Friday_February_28_2025_02_59_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0239,images/beamage_Friday_February_28_2025_03_03_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0240,images/beamage_Friday_February_28_2025_03_05_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0241,images/beamage_Friday_February_28_2025_03_07_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0242,images/beamage_Friday_February_28_2025_03_09_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0243,images/beamage_Friday_February_28_2025_03_11_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0244,images/beamage_Friday_February_28_2025_03_13_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0245,images/beamage_Friday_February_28_2025_03_15_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0246,images/beamage_Friday_February_28_2025_03_17_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0247,images/beamage_Friday_February_28_2025_03_19_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0248,images/beamage_Friday_February_28_2025_03_23_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0249,images/beamage_Friday_February_28_2025_03_25_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0250,images/beamage_Friday_February_28_2025_03_27_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0251,images/beamage_Friday_February_28_2025_03_29_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0252,images/beamage_Friday_February_28_2025_03_31_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0253,images/beamage_Friday_February_28_2025_03_33_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0254,images/beamage_Friday_February_28_2025_03_35_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0255,images/beamage_Friday_February_28_2025_03_37_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0256,images/beamage_Friday_February_28_2025_03_39_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0257,images/beamage_Friday_February_28_2025_03_41_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0258,images/beamage_Friday_February_28_2025_03_43_53.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0259,images/beamage_Friday_February_28_2025_03_46_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0260,images/beamage_Friday_February_28_2025_03_48_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0261,images/beamage_Friday_February_28_2025_03_50_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0262,images/beamage_Friday_February_28_2025_03_52_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0263,images/beamage_Friday_February_28_2025_03_54_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0264,images/beamage_Friday_February_28_2025_03_56_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0265,images/beamage_Friday_February_28_2025_03_58_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0266,images/beamage_Friday_February_28_2025_04_00_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0267,images/beamage_Friday_February_28_2025_04_02_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0268,images/beamage_Friday_February_28_2025_04_04_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0269,images/beamage_Friday_February_28_2025_04_06_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0270,images/beamage_Friday_February_28_2025_04_08_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0271,images/beamage_Friday_February_28_2025_04_10_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0272,images/beamage_Friday_February_28_2025_04_12_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0273,images/beamage_Friday_February_28_2025_04_14_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0274,images/beamage_Friday_February_28_2025_04_16_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0275,images/beamage_Friday_February_28_2025_04_18_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0276,images/beamage_Friday_February_28_2025_04_20_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0277,images/beamage_Friday_February_28_2025_04_22_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0278,images/beamage_Friday_February_28_2025_04_24_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0279,images/beamage_Friday_February_28_2025_04_26_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0280,images/beamage_Friday_February_28_2025_04_30_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0281,images/beamage_Friday_February_28_2025_04_32_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0282,images/beamage_Friday_February_28_2025_04_34_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0283,images/beamage_Friday_February_28_2025_04_36_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0284,images/beamage_Friday_February_28_2025_04_38_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0285,images/beamage_Friday_February_28_2025_04_40_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0286,images/beamage_Friday_February_28_2025_09_53_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0287,images/beamage_Friday_February_28_2025_09_55_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0288,images/beamage_Friday_February_28_2025_09_57_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0289,images/beamage_Friday_February_28_2025_10_01_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0290,images/beamage_Friday_February_28_2025_10_03_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0291,images/beamage_Friday_February_28_2025_10_05_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0292,images/beamage_Friday_February_28_2025_10_07_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0293,images/beamage_Friday_February_28_2025_10_09_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0294,images/beamage_Friday_February_28_2025_10_11_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0295,images/beamage_Friday_February_28_2025_10_13_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0296,images/beamage_Friday_February_28_2025_10_15_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0297,images/beamage_Friday_February_28_2025_10_17_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0298,images/beamage_Friday_February_28_2025_10_19_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0299,images/beamage_Friday_February_28_2025_10_21_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0300,images/beamage_Friday_February_28_2025_10_24_17.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0301,images/beamage_Friday_February_28_2025_10_26_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0302,images/beamage_Friday_February_28_2025_10_28_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0303,images/beamage_Friday_February_28_2025_10_30_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0304,images/beamage_Friday_February_28_2025_10_32_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0305,images/beamage_Friday_February_28_2025_10_34_19.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0306,images/beamage_Friday_February_28_2025_10_36_19.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0307,images/beamage_Friday_February_28_2025_10_38_19.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0308,images/beamage_Friday_February_28_2025_10_40_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0309,images/beamage_Friday_February_28_2025_10_42_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0310,images/beamage_Friday_February_28_2025_10_44_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0311,images/beamage_Friday_February_28_2025_10_46_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0312,images/beamage_Friday_February_28_2025_10_48_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0313,images/beamage_Friday_February_28_2025_10_50_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0314,images/beamage_Friday_February_28_2025_10_52_41.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0315,images/beamage_Friday_February_28_2025_10_54_41.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0316,images/beamage_Friday_February_28_2025_10_56_41.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0317,images/beamage_Friday_February_28_2025_10_58_41.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0318,images/beamage_Friday_February_28_2025_11_00_42.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0319,images/beamage_Friday_February_28_2025_11_02_42.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0320,images/beamage_Friday_February_28_2025_11_04_42.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0321,images/beamage_Friday_February_28_2025_11_11_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0322,images/beamage_Friday_February_28_2025_11_13_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0323,images/beamage_Friday_February_28_2025_11_15_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0324,images/beamage_Friday_February_28_2025_11_17_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0325,images/beamage_Friday_February_28_2025_11_19_04.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0326,images/beamage_Friday_February_28_2025_11_28_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0327,images/beamage_Friday_February_28_2025_11_30_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0328,images/beamage_Friday_February_28_2025_11_32_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0329,images/beamage_Friday_February_28_2025_11_34_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0330,images/beamage_Friday_February_28_2025_11_40_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0331,images/beamage_Friday_February_28_2025_11_44_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0332,images/beamage_Friday_February_28_2025_11_46_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
